published_at,type,scope,mo,geo,place,expected_sign,source_url,rule,EventCode,n_articles
2022-03-02,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.autoevolution.com/news/chinese-cars-flood-russia-after-western-exit-but-there-are-impending-repercussions-211198.html,url,051,7
2022-04-22,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://www.nhregister.com/news/article/apartments-evacuated-after-explosive-found-in-17912413.php,url,072,296
2022-04-22,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://www.theweek.in/wire-updates/international/2023/04/22/fgn37-russia-explosive-ld-evacuation.html,url,072,24
2022-04-22,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://www.winnipegfreepress.com/world/2023/04/22/apartments-evacuated-after-explosive-found-in-russian-city,url,072,14
2023-01-05,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.ndtv.com/world-news/airport-in-us-was-evacuated-as-murder-accused-had-to-use-toilet-3665848,url,173,6
2023-01-06,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.dailystar.co.uk/news/world-news/entire-airport-evacuated-creepy-idaho-28887543,url,043,4
2023-01-09,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.rferl.org/a/pakistan-floods-climate-aid-conference/32215053.html,url,042,37
2023-01-12,disaster,unmatched,,,"Shatov, Khakasiya, Russia",positive,https://www.tellerreport.com/news/2023-01-12-more-than-150-residents-of-soledar-were-evacuated-to-shakhtyorsk.BkgrGxCa9s.html,url,043,10
2023-01-16,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://punemirror.com/others/scitech/russia-to-evacuate-astronauts-from-iss-amidst-emergency/cid1673816256.htm,url,111,12
2023-01-27,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.abcactionnews.com/news/region-pinellas/donations-flood-in-to-help-family-living-in-u-haul-since-christmas,url,020,4
2023-01-31,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.urdupoint.com/en/world/us-peace-corps-evacuates-volunteers-from-peru-1634561.html,url,071,6
2023-02-17,disaster,unmatched,,,"Artemovsk, Sverdlovskaya Oblast', Russia",positive,https://www.weeklyblitz.net/news/bakhmutovites-are-being-evacuated-before-they-become-russians-dos/,url,010,6
2023-02-18,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.weeklyblitz.net/news/in-roskosmos-called-the-date-of-flooding-of-the-damaged-ship-progress-ms-21/,url,013,22
2023-02-24,disaster,unmatched,,,"Kirgiz-Miyaki, Bashkortostan, Russia",positive,https://www.weeklyblitz.net/news/in-voronezh-212-people-were-evacuated-due-to-a-fire-in-a-hotel/,url,166,6
2023-02-25,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,http://www.seychellesnewsagency.com/articles/18260/Passengers+evacuated+following+bomb+threat+on+Aeroflot+plane+in+Seychelles,url,080,8
2023-02-27,disaster,unmatched,,,"Korsakov, Sakhalinskaya Oblast', Russia",positive,https://www.maritime-executive.com/article/methane-leaking-from-container-forces-crew-evacuation,url,042,10
2023-03-06,disaster,unmatched,,,"Bakhmut, Nizhegorodskaya Oblast', Russia",positive,https://news.yahoo.com/possible-deliver-ammunition-bakhmut-evacuate-205202064.html,url,192,9
2023-03-08,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://news.yahoo.com/sevastopol-occupation-head-evacuated-family-171000123.html,url,112,4
2023-03-09,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.kunc.org/npr-news/2023-03-09/from-tv-to-telegram-to-tiktok-moldova-is-being-flooded-with-russian-propaganda,url,110,295
2023-03-09,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.npr.org/2023/03/09/1162045645/from-tv-to-telegram-to-tiktok-moldova-is-being-flooded-with-russian-propaganda,url,112,1
2023-03-10,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.kosu.org/news/technology/2023-03-09/from-tv-to-telegram-to-tiktok-moldova-is-being-flooded-with-russian-propaganda,url,110,5
2023-03-17,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.ibtimes.com/exclusive-russians-flood-kazakhstan-sanction-busting-requests-sources-3678006,url,061,24
2023-03-18,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://news.yahoo.com/exclusive-russians-flood-kazakhstan-sanction-122200737.html,url,061,8
2023-03-24,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://bioprepwatch.com/bus-convoys-evacuated-russia-announces-ceasefire-for-mariupol/,url,112,6
2023-03-25,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://bioprepwatch.com/escape-from-mariupol-russia-is-said-to-be-planning-a-new-evacuation-attempt/,url,0874,6
2023-03-26,disaster,unmatched,,,"Bakhmut, Nizhegorodskaya Oblast', Russia",positive,https://news.yahoo.com/public-utilities-workers-being-evacuated-194817417.html,url,160,1
2023-04-01,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://bioprepwatch.com/city-council-1582-civilians-killed-mariupol-evacuation-fails-again/,url,010,8
2023-04-02,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://timesofindia.indiatimes.com/world/europe/more-than-200-evacuated-from-russian-coal-mine/articleshow/99187093.cms,url,160,50
2023-04-02,disaster,unmatched,,,"Zverevo, Tverskaya Oblast', Russia",positive,https://www.gdnonline.com/Details/1228281/More-than-200-evacuated-from-Russian-coal-mine,url,160,20
2023-04-02,disaster,unmatched,,,"Rostov, Rostovskaya Oblast', Russia",positive,https://www.dailyexcelsior.com/over-200-miners-evacuated-from-coal-mine-in-russias-rostov-region-ministry/,url,010,8
2023-04-09,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://news.yahoo.com/evacuation-checklists-posted-settlements-russia-180700906.html,url,010,10
2023-04-20,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.nysun.com/article/situation-in-sudan-has-america-setting-plans-to-evacuate-embassy-personnel,url,071,3
2023-04-22,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.chronicleonline.com/news/national/apartments-evacuated-after-explosive-found-in-russian-city/article_831847f3-879c-5d0f-80e2-3e3a84152c8d.html,url,042,822
2023-04-22,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.nbcnews.com/news/world/apartments-evacuated-explosive-found-site-russian-warplane-bombed-city-rcna80976,url,195,88
2023-04-22,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://www.wsj.com/articles/russia-evacuates-thousands-in-border-city-it-accidentally-bombed-969e47b3,url,154,9
2023-04-22,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://www.dailymail.co.uk/news/article-12002911/Suspected-SECOND-unexploded-bomb-dropped-Russian-warplane-prompts-evacuation-3-000-residents.html,url,195,8
2023-04-22,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://nypost.com/2023/04/22/russians-evacuate-homes-after-bomb-found-near-explosion-site/,url,174,4
2023-04-22,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.seattlepi.com/news/article/apartments-evacuated-after-explosive-found-in-17912413.php,url,1124,3
2023-04-23,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://gazette.com/news/us-world/factbox-the-status-of-foreign-states-sudan-evacuation-efforts/article_344051f7-3970-56c8-9c22-28a66932e89b.html,url,013,112
2023-04-23,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://www.registercitizen.com/news/article/apartments-evacuated-after-explosive-found-in-17912413.php,url,194,78
2023-04-23,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://english.newstracklive.com/news/explosive-discovered-at-the-same-location-after-russia-bombs-its-own-city-prompts-evacuations-sc57-nu355-ta355-1274539-1.html,url,042,13
2023-04-23,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.msn.com/en-in/news/world/the-capitals-riyadh-leads-sudan-evacuation-effort-moscow-s-latin-america-outreach-and-more/ar-AA1ae6Wa,url,100,2
2023-04-24,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.devdiscourse.com/article/business/2427497-factbox-foreign-states-evacuate-citizens-from-sudan,url,013,42
2023-04-24,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.firstpost.com/explainers/sudan-unrest-india-plan-evacuate-citizens-mea-uk-us-france-saudi-arabia-12496952.html,url,160,3
2023-04-25,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.msn.com/en-us/news/world/factbox-countries-rush-to-evacuate-foreign-citizens-from-sudan/ar-AA1ajdjb,url,060,52
2023-04-25,disaster,unmatched,,,"Tserkva, Nizhegorodskaya Oblast', Russia",positive,http://www.msn.com/en-us/news/us/uk-begins-military-evacuation-of-british-nationals-from-sudan-while-us-says-it-s-too-dangerous/ar-AA1ajwHa,url,060,8
2023-04-25,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.msn.com/en-us/news/world/factbox-countries-rush-to-evacuate-foreign-citizens-from-sudan/ar-AA1ak0XV,url,060,2
2023-04-26,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.navhindtimes.in/2023/04/23/worldnews/apartments-evacuated-after-explosive-found-in-russian-city/,url,090,8
2023-04-27,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.msn.com/en-us/news/world/factbox-countries-rush-to-evacuate-foreign-citizens-from-sudan/ar-AA1aoJKd,url,060,52
2023-04-28,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.devdiscourse.com/article/law-order/2432771-factbox-countries-rush-to-evacuate-foreign-citizens-from-sudan,url,060,114
2023-04-28,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.irishtimes.com/politics/2023/04/28/triple-lock-why-only-12-defence-forces-members-can-be-sent-on-evacuation-missions/,url,120,10
2023-04-28,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://inews.co.uk/news/russia-wagner-group-fighting-sudan-evacuation-port-uk-citizens-2299739,url,130,8
2023-04-29,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.devdiscourse.com/article/law-order/2434093-factbox-countries-rush-to-evacuate-foreign-citizens-from-sudan,url,046,69
2023-04-29,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://wsnewspublishers.com/first-evacuation-of-american-citizens-from-sudan-conducted-under-protective-marches/,url,042,5
2023-04-29,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.echoroukonline.com/moroccos-makhzen-regime-implicates-spanish-pm-sanchez-in-flooding-europe-with-russian-fuel,url,163,2
2023-04-29,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.algemeiner.com/2023/04/29/countries-rush-to-evacuate-foreign-citizens-from-sudan/,url,060,2
2023-04-30,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.msn.com/en-gb/news/world/factbox-countries-rush-to-evacuate-foreign-citizens-from-sudan/ar-AA1ay1Mf,url,046,12
2023-05-01,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.marketscreener.com/news/latest/Factbox-Countries-rush-to-evacuate-foreign-citizens-from-Sudan--43701186/,url,046,42
2023-05-01,disaster,unmatched,,,"Bakhmut, Nizhegorodskaya Oblast', Russia",positive,https://www.politico.com/newsletters/national-security-daily/2023/05/01/the-evacuation-calculation-00094625,url,1123,6
2023-05-02,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.laprensalatina.com/russia-evacuates-over-200-people-from-sudan/,url,160,10
2023-05-02,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.urdupoint.com/en/world/over-200-evacuated-russian-nationals-arrive-f-1685256.html,url,160,8
2023-05-03,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://akipress.com/news:706565:6_Kyrgyz_citizens_evacuated_from_Sudan_on_May_2/,url,043,6
2023-05-04,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.aa.com.tr/en/africa/evacuations-of-foreign-nationals-from-sudan-continue-as-fighting-enters-3rd-week/2889460,url,160,10
2023-05-04,disaster,unmatched,,,"Marinka, Tul'skaya Oblast', Russia",positive,https://news.yahoo.com/civilians-evacuated-avdiivka-soon-083700667.html,url,160,6
2023-05-05,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://news.yahoo.com/engineers-reduce-risk-dam-bursting-224936824.html,url,010,8
2023-05-05,disaster,unmatched,,,"Zvezda, Novgorodskaya Oblast', Russia",positive,https://www.inform.kz/en/evacuations-of-foreign-nationals-from-sudan-continue-as-fighting-enters-3rd-week_a4064277,url,160,8
2023-05-06,disaster,unmatched,,,"Sverdlovsk, Sverdlovskaya Oblast', Russia",positive,https://www.reuters.com/world/europe/gunpowder-depot-fire-russias-urals-village-evacuated-officials-2023-05-06/,url,112,10
2023-05-07,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.mirror.co.uk/news/world-news/russia-triggers-mad-panic-evacuating-29916437,url,010,28
2023-05-07,disaster,unmatched,,,"Sverdlovsk, Sverdlovskaya Oblast', Russia",positive,https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/Gunpowder-depot-on-fire-in-Russia-s-Urals-village-evacuated-officials-43769786/,url,112,10
2023-05-07,disaster,unmatched,,,"Balkan, Bashkortostan, Russia",positive,https://www.rferl.org/a/russia-fire-urals-sverdlovsk-evacuation/32400367.html,url,040,7
2023-05-07,disaster,unmatched,,,"Dugina, Kurskaya Oblast', Russia",positive,https://www.dailymaverick.co.za/article/2023-05-07-wagner-chief-walks-back-threat-to-abandon-bakhmut-battle-russia-ramps-up-evacuations-in-occupied-regions/,url,194,5
2023-05-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,http://www.msn.com/en-us/news/world/putin-sparks-mad-panic-after-ordering-mass-evacuation-near-europes-biggest-nuke-plant-amid-fears-of-severe-accident/ar-AA1aUl24,url,192,6
2023-05-08,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://www.gulfnews.ca/russian-evacuation-orders-cause-chaos-in-some-occupied-territories-live-news/,url,141,5
2023-05-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.mirror.co.uk/news/world-news/humanitarian-crisis-grows-chaotic-evacuation-29922203,url,100,2
2023-05-09,disaster,unmatched,,,"Tokmak, Saratovskaya Oblast', Russia",positive,https://news.yahoo.com/evacuation-enerhodar-atms-gas-stations-101315315.html,url,145,4
2023-05-10,disaster,unmatched,,,"North Island, Sakhalinskaya Oblast', Russia",positive,https://www.latestly.com/agency-news/world-news-students-body-found-in-cave-after-new-zealand-hit-by-floods-5115475.html,url,130,10
2023-05-15,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.dailymail.co.uk/news/article-12086113/Idaho-murders-suspect-Bryan-Kohberger-receive-flood-love-letters-jail.html,url,010,2
2023-05-22,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://news.yahoo.com/russia-evacuates-nuclear-arsenal-storage-174900530.html,url,010,10
2023-05-24,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,http://www.ruthfullyyours.com/2023/05/24/how-the-west-sanctions-enemies-floods-them-with-rewards-by-burak-bekdil/,url,071,12
2023-05-24,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.havredailynews.com/story/2023/05/24/local/some-hill-county-roads-still-closed-due-to-flooding/542379.html,url,130,5
2023-05-24,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://thespinoff.co.nz/politics/25-05-2023/deepfakes-shit-floods-and-the-nz-election,url,110,3
2023-05-25,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.firstpost.com/world/iphones-are-flooding-the-russian-market-and-going-for-dirt-cheap-rates-even-after-apples-exit-12645732.html,url,163,2
2023-05-26,disaster,unmatched,,,"Bakhmut, Nizhegorodskaya Oblast', Russia",positive,https://www.wionews.com/world/brit-shot-wife-dies-of-starvation-as-uk-embassy-in-sudan-fails-to-evacuate-couple-living-just-across-road-596715,url,160,1
2023-05-29,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.jewishpress.com/uncategorized/how-the-west-sanctions-enemies-floods-them-with-rewards/2023/05/29/,url,071,6
2023-05-30,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.msn.com/en-us/money/markets/russia-and-saudi-arabia-are-at-odds-after-a-flood-of-russian-oil-supply-pushed-the-commoditys-price-below-a-key-break-even-level-needed-to-fund-saudi-projects/ar-AA1bSRLZ,url,020,4
2023-06-04,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://www.zerohedge.com/markets/wagner-ready-defend-russias-border-region-after-whole-towns-evacuated,url,036,45
2023-06-05,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://infiniteunknown.net/2023/06/04/wagner-ready-to-defend-russias-border-region-after-whole-towns-evacuated/,url,192,8
2023-06-06,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://artsakhpress.am/eng/news/182417/water-in-dnipro-river-rises-forcing-kherson-region-residents-to-evacuate.html,url,016,10
2023-06-06,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.moonofalabama.org/2023/06/nova-kakhova-dam-breach.html,url,042,7
2023-06-06,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://news.yahoo.com/dam-blown-unleashing-floods-threatening-081551234.html,url,010,6
2023-06-06,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://interestingengineering.com/innovation/dnipro-river-dam-breached,url,130,2
2023-06-07,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.canindia.com/dnipro-river-contaminated-with-industrial-substances-after-dam-breach-says-zelenskys-office/,url,112,490
2023-06-07,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.ourmidland.com/news/world/article/waters-continue-to-swell-as-flooded-southern-18139296.php,url,120,34
2023-06-07,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://news.yahoo.com/flood-waters-dam-break-expected-075500125.html,url,130,20
2023-06-07,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://www.ghanaiantimes.com.gh/floods-sweep-region-after-huge-dam-destroyed/,url,112,17
2023-06-07,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://www.irishtimes.com/world/europe/2023/06/07/kherson-residents-blame-inhumane-moscow-for-destroyed-dam-as-flood-waters-rise/,url,128,11
2023-06-07,disaster,unmatched,,,"Petersburg, Sankt-Peterburg, Russia",positive,https://www.tampabay.com/opinion/2023/06/07/florida-is-flooded-with-bad-insurance-news-letters/,url,020,10
2023-06-07,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://www.haaretz.com/world-news/europe/2023-06-07/ty-article-magazine/.premium/on-the-flooded-ground-in-kherson-the-russians-punished-themselves/00000188-9621-d3a7-adcf-b72fde420000,url,010,7
2023-06-07,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://www.forbes.com/sites/melikkaylan/2023/06/07/by-flooding-the-dnipro-putin-enters-history-as-one-of-its-cruelest-tyrants/,url,192,6
2023-06-07,disaster,unmatched,,,"Bakhmut, Nizhegorodskaya Oblast', Russia",positive,https://www.abc.net.au/news/2023-06-08/vladimir-putin-says-dam-breach-is-a-catastrophe/102453178,url,111,6
2023-06-07,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://tribune.net.ph/2023/06/08/bombed-dam-floods-40-towns/,url,111,6
2023-06-07,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://menafn.com/1106408778/PM-Shmyhal-Calls-On-Intl-Humanitarian-Organizations-To-Evacuate-People-From-Russian-Occupied-Areas-Amid-Flood,url,160,4
2023-06-07,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.the-star.co.ke/news/world/2023-06-07-turkey-calls-for-international-investigation-into-dam-breach/,url,120,2
2023-06-07,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.politico.eu/article/russians-shooting-at-rescuers-in-flooded-areas-zelenskyy-tells-politico/,url,073,2
2023-06-07,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://menafn.com/1106408787/Occupiers-Dont-Evacuate-People-From-Left-Bank-Kherson-Region-Obstruct-Volunteers,url,181,2
2023-06-07,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://saudigazette.com.sa/article/633177/World/Europe/Thousands-flee-as-floods-submerge-Kherson-and-nearby-towns,url,070,1
2023-06-07,disaster,unmatched,,,"Zelenskiy, Astrakhanskaya Oblast', Russia",positive,https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/Zelenskiy-shocked-at-failure-of-UN-Red-Cross-to-help-after-dam-breached-Bild-44063885/,url,040,1
2023-06-08,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.lmtonline.com/news/world/article/zelenskyy-visits-area-flooded-by-destroyed-dam-as-18141563.php,url,010,444
2023-06-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://news.yahoo.com/zelenskyy-visits-area-flooded-destroyed-084115441.html,url,010,82
2023-06-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.2news.com/news/world/zelenskyy-visits-area-flooded-by-destroyed-dam-as-five-reported-dead-in-russian-occupied-city/article_ff2a6825-c9ba-5f0f-af16-138c5f04425c.html,url,080,70
2023-06-08,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://news.yahoo.com/floods-dam-russia-accused-destroying-113051149.html,url,112,46
2023-06-08,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://www.ksat.com/news/world/2023/06/08/zelenskyy-visits-area-flooded-by-destroyed-dam-as-five-reported-dead-in-russian-occupied-town/,url,192,20
2023-06-08,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://krdo.com/news/national-world/cnn-world/2023/06/07/russians-shooting-at-rescuers-in-flooded-areas-following-dam-collapse-zelensky-says/,url,013,17
2023-06-08,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://www.irishnews.com/news/worldnews/2023/06/08/news/zelensky_visits_area_flooded_by_destroyed_dam_as_five_are_reported_dead-3333230/,url,128,14
2023-06-08,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://lasvegassun.com/news/2023/jun/07/flooding-from-dam-break-strands-hundreds-and-leave/,url,010,13
2023-06-08,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://news.yahoo.com/russians-kill-civilian-during-evacuation-124333606.html,url,190,10
2023-06-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.aljazeera.com/news/2023/6/8/bodies-floating-in-flooded-areas-after-dam-collapse-zelenskyy,url,130,10
2023-06-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.heraldbulletin.com/news/nation_world/zelenskyy-visits-area-flooded-by-destroyed-dam-as-five-reported-dead-in-russian-occupied-city/article_73035e74-1524-5a17-aed3-f4ee495d899a.html,url,128,10
2023-06-08,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,http://www.msn.com/en-us/news/world/zelensky-visits-kherson-as-death-toll-from-flooding-increases/ar-AA1cidfo,url,036,10
2023-06-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.laprensalatina.com/zelenskyy-visits-flood-hit-kherson-after-dam-burst-kills-5-in-russia-held-region/,url,043,10
2023-06-08,disaster,unmatched,,,"Korsunka, Rostovskaya Oblast', Russia",positive,https://english.elpais.com/international/2023-06-08/khersons-few-remaining-citizens-defiant-in-a-city-flooded-by-a-militarized-river-we-will-resist-as-we-resisted-the-occupation.html,url,193,8
2023-06-08,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://menafn.com/1106411608/President-Visits-Crossing-Point-In-Kherson-Where-People-Being-Evacuated,url,046,6
2023-06-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.timesofisrael.com/zelensky-visits-flooded-kherson-after-dam-collapse-5-dead-in-russian-occupied-city/,url,012,6
2023-06-08,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://news.yahoo.com/flood-destroys-many-russian-positions-025830243.html,url,194,5
2023-06-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.dailymail.co.uk/news/article-12173207/Horror-etched-President-Zelenskys-face-visits-flooded-region-dam-disaster.html,url,020,4
2023-06-08,disaster,unmatched,,,"Zelenskiy, Astrakhanskaya Oblast', Russia",positive,https://www.theguardian.com/world/2023/jun/08/russian-forces-accused-of-blocking-flood-evacuation-efforts,url,043,4
2023-06-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://localnews8.com/news/national-world/cnn-world/2023/06/07/russians-shooting-at-rescuers-in-flooded-areas-following-dam-collapse-zelensky-says/,url,192,3
2023-06-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://kesq.com/news/national-world/cnn-world/2023/06/07/russians-shooting-at-rescuers-in-flooded-areas-following-dam-collapse-zelensky-says/,url,0311,3
2023-06-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.greenwichtime.com/news/world/article/zelenskyy-visits-area-flooded-by-destroyed-dam-as-18141563.php,url,010,3
2023-06-08,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://www.brandonsun.com/world/2023/06/08/zelenskyy-visits-area-flooded-by-destroyed-dam-as-five-reported-dead-in-russian-occupied-town,url,042,2
2023-06-08,disaster,unmatched,,,"Belgorod, Belgorodskaya Oblast', Russia",positive,https://gazette.com/news/us-world/zelensky-says-russians-are-shooting-at-rescuers-in-areas-flooded-by-dam-collapse/article_7c2a0601-a447-52cf-b5ef-7128f3b9f953.html,url,193,2
2023-06-08,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.durangoherald.com/articles/zelenskyy-visits-area-flooded-by-destroyed-dam-as-five-reported-dead-in-russian-occupied-town/,url,192,1
2023-06-09,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://www.lewrockwell.com/2023/06/no_author/those-dam-russians-now-theyre-flooding-themselves-for-propaganda/,url,130,24
2023-06-09,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,https://www.calcuttanews.net/news/273859615/the-week-in-russia-flood-fire-and-a-travesty-of-justice,url,020,14
2023-06-09,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://menafn.com/1106415001/Nearly-16000-People-Could-Be-Evacuated-From-Right-Bank-Of-Kherson-Region,url,160,10
2023-06-09,disaster,unmatched,,,"Volgograd, Volgogradskaya Oblast', Russia",positive,http://www.msn.com/en-us/news/world/putins-army-bombarded-as-first-dead-bodies-emerge-in-floods/ar-AA1cjdZ8,url,0332,8
2023-06-09,disaster,unmatched,,,"Kakhovka, Amurskaya Oblast', Russia",positive,https://menafn.com/1106416883/No-Signal-In-Flooded-Oleshky-Fate-Of-Hundreds-Of-People-Unknown,url,190,7
2023-06-09,disaster,unmatched,,,"Moscow, Moskva, Russia",positive,http://rusjev.net/2023/06/09/evacuees-under-russian-fire-in-flooded-areas-of-kherson/,url,051,5
2023-06-09,disaster,unmatched,,,"Kremlin, Moskva, Russia",positive,https://www.reuters.com/world/europe/eight-dead-almost-6000-evacuated-russian-held-side-dam-breach-russian-backed-2023-06-09/,url,160,4
