published_at,type,scope,mo,geo,place,expected_sign,source_url,rule,EventCode,n_articles,check,comment
"2023-01-10,disaster,mo,городской округ Иваново,^городской\ округ\ Иваново$,""Ivanovo, Ivanovskaya Oblast', Russia"",positive,https://www.brecorder.com/news/40283030/fear-is-always-present-russian-city-evacuates-hundreds-of-children,url,190,7,,",,,,,,,,,,,,
"2024-01-11,disaster,mo,городской округ город Новосибирск,^городской\ округ\ город\ Новосибирск$,""Novosibirsk, Novosibirskaya Oblast', Russia"",positive,https://www.dailymail.co.uk/news/article-12950943/Frozen-Russian-city-floods-central-heating-pipe-BURSTS-torrent-water-street-authorities-criminal-investigation.html,url,190,10,,",,,,,,,,,,,,
"2024-04-04,disaster,mo,городской округ город Оренбург,^городской\ округ\ город\ Оренбург$,""Orenburg, Orenburgskaya Oblast', Russia"",positive,https://www.aa.com.tr/en/world/authorities-declare-state-of-emergency-in-russias-orenburg-region-over-flooding/3183388,url,1724,10,,",,,,,,,,,,,,
"2024-04-05,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.devdiscourse.com/article/science-environment/2879546-mayor-of-russias-orenburg-orders-evacuations-amid-critical-flooding,url,128,32,,",,,,,,,,,,,,
"2024-04-05,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.thestar.com.my/news/world/2024/04/06/dam-breach-in-russia039s-orsk-triggers-mass-evacuation,url,128,48,,",,,,,,,,,,,,
"2024-04-05,disaster,mo,городской округ город Оренбург,^городской\ округ\ город\ Оренбург$,""Orenburg, Orenburgskaya Oblast', Russia"",positive,""https://www.streetinsider.com/Reuters/Dam+bursts+amid+flooding+in+Russias+Urals,+evacuation+underway,+emergency+services+say/23034538.html"",url,010,138,,",,,,,,,,,,,,
"2024-04-05,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.bignewsnetwork.com/news/274235036/no-casualties-reported-in-russian-city-of-orsk-after-dam-breach,url,128,8,,",,,,,,,,,,,,
"2024-04-05,disaster,mo,городской округ город Оренбург,^городской\ округ\ город\ Оренбург$,""Orenburg, Orenburgskaya Oblast', Russia"",positive,https://www.plenglish.com/news/2024/04/05/emergencies-ministry-addresses-floods-in-36-russian-regions/,url,010,10,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.dw.com/en/russia-orenburg-officials-urge-evacuations-amid-flooding/a-68755361,url,020,4,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Оренбург,^городской\ округ\ город\ Оренбург$,""Orenburg, Orenburgskaya Oblast', Russia"",positive,https://www.voanews.com/a/russia-evacuates-over-4-000-people-after-dam-burst-/7559666.html,url,010,3,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.usnews.com/news/world/articles/2024-04-06/russia-evacuates-more-than-700-people-from-homes-in-flood-hit-orsk,url,020,60,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.tellerreport.com/highlights/news/partial-failure-of-a-dam-in-russia--thousands-of-people-evacuated.rykFCm1eR.html,url,020,10,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.bignewsnetwork.com/news/274237446/second-levee-bursts-in-flooded-russian-city,url,060,10,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Оренбург,^городской\ округ\ город\ Оренбург$,""Orenburg, Orenburgskaya Oblast', Russia"",positive,https://www.aljazeera.com/news/2024/4/6/russia-evacuates-4000-people-after-floods-dam-burst-near-kazakh-border,url,128,4,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBLE--2370597/news/Russia-evacuates-around-2-000-people-from-homes-in-flood-hit-Orsk-46381581/,url,020,2,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Оренбург,^городской\ округ\ город\ Оренбург$,""Orenburg, Orenburgskaya Oblast', Russia"",positive,https://www.thenews.com.pk/print/1176144-dam-bursts-amid-flooding-in-russia-s-urals-evacuation-underway,url,010,20,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Оренбург,^городской\ округ\ город\ Оренбург$,""Orenburg, Orenburgskaya Oblast', Russia"",positive,https://metro.co.uk/2024/04/06/thousands-evacuated-russian-dam-burst-floods-entire-region-20598525/,url,042,5,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.wral.com/story/russian-dam-bursts-forcing-thousands-to-evacuate-in-flood-hit-southern-region/21366270/,url,120,45,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.aninews.in/news/world/asia/russia-evacuates-4000-people-after-dam-bursts-near-kazakh-border20240406223035/,url,160,12,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBLE--2370597/news/Russia-evacuates-more-than-700-people-from-homes-in-flood-hit-Orsk-46381581/,url,128,155,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.thestar.com.my/news/world/2024/04/06/russia-evacuates-more-than-700-people-from-homes-in-flood-hit-orsk,url,160,28,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.bloomberg.com/news/articles/2024-04-06/russia-evacuates-areas-of-flood-hit-city-of-orsk-after-dam-burst,url,174,30,,",,,,,,,,,,,,
"2024-04-06,disaster,mo,городской округ город Оренбург,^городской\ округ\ город\ Оренбург$,""Orenburg, Orenburgskaya Oblast', Russia"",positive,https://www.thenews.com.pk/print/1176466-russia-evacuates-around-2-000-people-from-homes-in-flood-hit-orsk,url,160,10,,",,,,,,,,,,,,
"2024-04-07,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.coastreporter.net/world-news/russia-declares-federal-emergency-in-the-flood-hit-orenburg-region-as-evacuation-efforts-continue-8564539,url,043,977,,",,,,,,,,,,,,
"2024-04-07,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.aa.com.tr/en/world/russia-declares-federal-emergency-amid-flooding-in-orenburg-region/3185786,url,010,35,,",,,,,,,,,,,,
"2024-04-07,disaster,mo,городской округ город Орск,^городской\ округ\ город\ Орск$,""Orsk, Orenburgskaya Oblast', Russia"",positive,https://www.channelnewsasia.com/world/record-flood-waters-rise-russias-urals-forcing-thousands-evacuate-4248946,url,091,9,,",,,,,,,,,,,,
